OriginalPolyline,EdgeIds
"[[-8.654733, 41.173542000000005], [-8.654724, 41.17356899999999], [-8.65476, 41.17356], [-8.654814, 41.173505999999996], [-8.655336, 41.172849], [-8.655444000000001, 41.172768], [-8.655318000000001, 41.17274999999999], [-8.65521, 41.17274999999999], [-8.655201000000002, 41.172759000000006], [-8.655192, 41.172759000000006], [-8.655192, 41.172776999999996], [-8.654957999999999, 41.17311900000001], [-8.654202, 41.17401900000001], [-8.653455, 41.174856], [-8.652996, 41.175009], [-8.652672, 41.174937], [-8.652438, 41.174918999999996], [-8.652357, 41.17492800000001], [-8.652078000000001, 41.17498200000001], [-8.651997, 41.17498200000001], [-8.650827, 41.174118], [-8.648748, 41.17248], [-8.646507, 41.17066199999999], [-8.644032000000001, 41.16861], [-8.641818, 41.166810000000005], [-8.640134999999999, 41.165379], [-8.640018, 41.165154], [-8.64, 41.165028], [-8.639973, 41.164911000000004], [-8.639702999999999, 41.164677], [-8.639559, 41.164641], [-8.639361000000001, 41.164632], [-8.639235000000001, 41.164632], [-8.639199000000001, 41.164632], [-8.639127, 41.164623000000006], [-8.637849, 41.164551], [-8.636985, 41.164452], [-8.636985, 41.164443], [-8.636994000000001, 41.164434], [-8.636409, 41.16428100000001], [-8.634672, 41.163705], [-8.633691, 41.163345], [-8.633025, 41.162535000000005], [-8.632233000000001, 41.161554], [-8.631666, 41.160879], [-8.630766, 41.15975400000001], [-8.630514, 41.159456999999996], [-8.630325000000001, 41.159277], [-8.629866000000002, 41.158656], [-8.630234999999999, 41.158116], [-8.630037, 41.157477], [-8.629695, 41.157153], [-8.628714, 41.157027], [-8.628453, 41.157126000000005], [-8.628174000000001, 41.157378], [-8.627417999999999, 41.15756700000001], [-8.627094, 41.15751300000001], [-8.627049, 41.157522], [-8.626932, 41.157477], [-8.626221000000001, 41.157422999999994], [-8.625096000000001, 41.157261000000005], [-8.625051000000001, 41.157243], [-8.625015, 41.157234], [-8.625825, 41.157414], [-8.627193, 41.157684], [-8.627247, 41.157630000000005], [-8.627229, 41.157585000000005], [-8.627238, 41.157648]]","[3812, 3812, 3812, 3812, 3712, 92283, 92283, 3712, 3712, 3712, 3712, 3814, 3810, 3807, 3818, 145816, 145816, 145816, 145816, 145816, 96078, 96078, 156380, 27346, 20116, 142895, 142895, 172386, 172386, 172385, 127890, 127858, 127858, 127858, 139328, 96100, 371, 371, 371, 370, 139610, 403, 143154, 93983, 93983, 165210, 98151, 98151, 164854, 156895, 156894, 156894, 165209, 156897, 156897, 681, 682, 682, 682, 683, 680, 685, 685, 680, 680, 680, 682, 680]"
"[[-8.626788000000001, 41.17311900000001], [-8.626158, 41.171427], [-8.626104000000002, 41.171247], [-8.626077, 41.170977], [-8.625879, 41.170410000000004], [-8.626032, 41.170428], [-8.625942, 41.170104], [-8.625753, 41.169644999999996], [-8.625636, 41.169636], [-8.625618, 41.169492], [-8.625627000000001, 41.169419999999995]]","[3850, 582, 582, 582, 582, 582, 582, 583, 583, 583, 583]"
"[[-8.612361000000002, 41.145858000000004], [-8.611866, 41.146002]]","[111185, 730]"
"[[-8.660421, 41.150006999999995], [-8.660349, 41.150034000000005], [-8.660349, 41.150043000000004], [-8.66034, 41.150043000000004], [-8.660331000000001, 41.150043000000004], [-8.660169000000002, 41.150052], [-8.660268, 41.150043000000004], [-8.660313, 41.15007], [-8.66034, 41.15007], [-8.660654999999998, 41.150141999999995], [-8.659908000000001, 41.150547], [-8.657802, 41.150960999999995], [-8.654661, 41.15214900000001], [-8.652303, 41.152194], [-8.650791, 41.153283], [-8.650197, 41.153769000000004], [-8.648864999999999, 41.154137999999996], [-8.648253, 41.15412], [-8.646866999999999, 41.154227999999996], [-8.646093, 41.154273], [-8.646002999999999, 41.154264], [-8.647065000000001, 41.15423700000001], [-8.647281, 41.154129000000005], [-8.647254, 41.15412], [-8.647236, 41.154165000000006], [-8.6472, 41.154192], [-8.647209, 41.154192], [-8.647217999999999, 41.154201], [-8.647245, 41.15423700000001], [-8.647299, 41.154227999999996], [-8.647236, 41.154282], [-8.647533, 41.154219000000005], [-8.648055, 41.15439000000001]]","[89788, 89788, 6623, 6623, 6623, 6623, 6623, 6623, 6623, 92861, 82601, 82599, 82592, 82591, 82590, 647, 647, 82623, 82623, 82623, 6558, 82621, 82623, 82623, 82623, 82623, 82623, 82623, 82621, 82621, 82621, 82623, 85617]"
"[[-8.609238, 41.18025600000001], [-8.609390999999999, 41.183622], [-8.609328000000001, 41.184504], [-8.606358, 41.184396], [-8.604612, 41.184], [-8.60454, 41.184009], [-8.604369, 41.184], [-8.602686, 41.183451000000005], [-8.600346, 41.182866], [-8.59878, 41.182424999999995], [-8.5977, 41.182145999999996], [-8.596808999999999, 41.184062999999995]]","[4259, 4256, 135217, 135218, 165171, 165171, 165171, 107031, 119448, 93137, 93137, 30179]"
"[[-8.656344, 41.175477], [-8.656317, 41.17548600000001], [-8.656299, 41.175468], [-8.656299, 41.17545], [-8.656281000000002, 41.17545], [-8.656317, 41.175459000000004], [-8.656335, 41.175441000000006], [-8.65629, 41.175468], [-8.656299, 41.175477], [-8.656254, 41.175459000000004], [-8.6562, 41.175324], [-8.655633, 41.174451000000005], [-8.655047999999999, 41.173362], [-8.654976, 41.173128], [-8.654957999999999, 41.173137], [-8.654931, 41.173137], [-8.654949, 41.173137], [-8.654967000000001, 41.173055999999995], [-8.656074, 41.171994], [-8.656524, 41.171417999999996], [-8.656578, 41.171373], [-8.657172, 41.170608], [-8.658153, 41.169419999999995], [-8.659116000000001, 41.168241], [-8.660205, 41.166945000000005], [-8.660915999999999, 41.166081], [-8.661573, 41.165307000000006], [-8.662221, 41.164542000000004], [-8.662724999999998, 41.163939], [-8.662716, 41.163903000000005], [-8.662707, 41.163903000000005], [-8.662572, 41.163822], [-8.662491, 41.163795], [-8.662464, 41.163813], [-8.662509, 41.163786], [-8.663238, 41.163165], [-8.663732999999999, 41.162310000000005], [-8.664885, 41.16175200000001], [-8.665704, 41.161581000000005], [-8.667072, 41.161455], [-8.667954, 41.161131000000005], [-8.669826, 41.161113], [-8.67123, 41.161545], [-8.672499, 41.161014], [-8.673354, 41.160744], [-8.674722000000001, 41.160042000000004], [-8.677097999999999, 41.15907000000001], [-8.678799000000001, 41.158485], [-8.680275, 41.158134000000004], [-8.680976999999999, 41.158971], [-8.680986, 41.158989], [-8.681013, 41.158989], [-8.681022, 41.15898000000001], [-8.681022, 41.158989], [-8.681022, 41.158998], [-8.681022, 41.159079], [-8.681472000000001, 41.160348], [-8.679852000000002, 41.16096], [-8.678160000000002, 41.16175200000001], [-8.676756000000001, 41.162535000000005], [-8.67573, 41.16293100000001], [-8.674884, 41.162886], [-8.673489, 41.162544000000004], [-8.672346, 41.162237999999995], [-8.670897, 41.161509], [-8.669115, 41.16106800000001], [-8.667522, 41.161311], [-8.666253000000001, 41.161554], [-8.664417, 41.161986], [-8.663814, 41.162301], [-8.663742000000001, 41.162319000000004], [-8.663247000000002, 41.162832], [-8.662626000000001, 41.163993000000005], [-8.661474, 41.165388], [-8.660025000000001, 41.16716099999999], [-8.658629999999999, 41.168853], [-8.657892, 41.169689999999996], [-8.657865000000001, 41.169644999999996], [-8.657415, 41.17021200000001], [-8.656389, 41.171463]]","[176408, 176408, 176408, 176408, 176408, 176408, 102005, 176408, 176408, 176408, 102005, 176419, 140647, 3814, 3814, 3814, 3814, 121083, 3717, 3723, 3724, 101868, 101876, 101887, 101899, 101907, 101914, 101919, 101920, 101920, 101920, 101920, 176227, 176227, 176227, 147179, 147179, 82607, 102113, 147002, 174823, 3607, 8334, 8331, 8331, 8329, 8326, 8324, 123878, 123881, 123881, 123881, 123881, 123881, 123881, 123881, 8338, 8338, 3899, 3895, 3600, 3600, 3602, 3602, 3605, 3611, 171189, 175086, 147179, 147179, 147179, 147179, 101920, 101914, 101896, 101883, 101873, 101873, 101869, 3722]"
"[[-8.609949, 41.157558], [-8.60994, 41.157540000000004], [-8.60994, 41.157540000000004], [-8.610002999999999, 41.157171], [-8.60994, 41.155101], [-8.60994, 41.153867999999996], [-8.609859, 41.153832], [-8.609805, 41.15384100000001], [-8.609913, 41.153571], [-8.61129, 41.153625], [-8.611875, 41.154084000000005], [-8.612307, 41.15511], [-8.612982, 41.155136999999996], [-8.613144, 41.155155], [-8.614395, 41.155407000000004], [-8.616446999999999, 41.15592900000001], [-8.618301, 41.15619], [-8.618867999999999, 41.156352], [-8.620235999999998, 41.156532], [-8.620425000000001, 41.156532], [-8.620434000000001, 41.156541000000004], [-8.620461, 41.156549999999996], [-8.621001, 41.15664], [-8.622522000000002, 41.156982000000006], [-8.624286000000001, 41.157234], [-8.624619000000001, 41.157252], [-8.625456, 41.157378], [-8.625509999999998, 41.157396], [-8.625509999999998, 41.157414], [-8.625528000000001, 41.157422999999994], [-8.625509999999998, 41.157422999999994], [-8.625509999999998, 41.157414], [-8.625519, 41.157405000000004]]","[3686, 3686, 3686, 3688, 135198, 95408, 95408, 95408, 20220, 161046, 158681, 149780, 93755, 93755, 55, 55, 57, 57, 58, 58, 58, 58, 135195, 6402, 679, 679, 680, 680, 680, 680, 680, 680, 680]"
"[[-8.640549, 41.161410000000004], [-8.640738, 41.161509], [-8.640566999999999, 41.16168], [-8.639766, 41.162094], [-8.639019000000001, 41.162724], [-8.638902, 41.162823], [-8.638686, 41.162985000000006], [-8.637768000000001, 41.163543], [-8.637111, 41.163957], [-8.637093, 41.163965999999995], [-8.637093, 41.16397500000001], [-8.636598000000001, 41.164389], [-8.638407, 41.16476699999999], [-8.638658999999999, 41.16479400000001], [-8.638857, 41.164911000000004], [-8.639325, 41.165388], [-8.640414, 41.165955000000004], [-8.640477, 41.16747600000001], [-8.639658, 41.168835]]","[3442, 8841, 3442, 3442, 96829, 141396, 141397, 141398, 141399, 141399, 141399, 371, 127859, 127859, 127859, 172389, 147326, 4, 147314]"
"[[-8.623656, 41.157882], [-8.623701, 41.157873], [-8.623764000000001, 41.157873], [-8.623827, 41.15722500000001], [-8.623790999999999, 41.157216], [-8.623800000000001, 41.157126000000005], [-8.625204, 41.157297], [-8.627292, 41.157621], [-8.627616, 41.157702], [-8.627607000000001, 41.15771099999999], [-8.627625, 41.157728999999996], [-8.627922, 41.157918], [-8.627922, 41.157954], [-8.628165, 41.158422], [-8.62902, 41.158835999999994], [-8.62929, 41.158899000000005], [-8.630874000000002, 41.158233], [-8.632935, 41.158539000000005], [-8.633664, 41.158674000000005], [-8.634762, 41.15884500000001], [-8.635266, 41.158917], [-8.635311, 41.158989], [-8.63532, 41.158998], [-8.635581, 41.159016], [-8.635617, 41.159016], [-8.636022, 41.159079], [-8.637219, 41.159259], [-8.637669, 41.15934], [-8.637669, 41.159358000000005], [-8.637669, 41.159376], [-8.637678, 41.159366999999996], [-8.637678, 41.159358000000005], [-8.63766, 41.15934], [-8.637849, 41.159376], [-8.638083, 41.159412], [-8.638569, 41.159484], [-8.639783999999999, 41.159673], [-8.641296, 41.159997000000004], [-8.643537, 41.160384], [-8.643627, 41.160384], [-8.643582, 41.160357], [-8.643500999999999, 41.160312000000005], [-8.645508, 41.160726], [-8.646363000000001, 41.16084300000001], [-8.646345, 41.160825], [-8.646354, 41.160825], [-8.648586, 41.161185], [-8.650583999999998, 41.161545], [-8.652528, 41.161815]]","[30580, 30580, 30580, 30580, 30580, 30580, 680, 680, 680, 680, 680, 156896, 156896, 87849, 156898, 156892, 155444, 101792, 101789, 101789, 101789, 163764, 163764, 163764, 163765, 163766, 96349, 163766, 163766, 163766, 163766, 163766, 163766, 163766, 163766, 85641, 96347, 96353, 87850, 87850, 87850, 550, 156135, 156135, 156135, 156135, 56852, 31037, 93026]"
"[[-8.564283, 41.158665], [-8.563716000000001, 41.158566], [-8.562753, 41.158187999999996], [-8.562258, 41.157540000000004], [-8.561763, 41.155839], [-8.562591000000001, 41.155280999999995], [-8.565228, 41.154939], [-8.567820000000001, 41.154786], [-8.568945, 41.155785], [-8.571447000000001, 41.156181], [-8.571996, 41.157999000000004], [-8.57133, 41.159439], [-8.57007, 41.160654], [-8.568558000000001, 41.161842], [-8.566857, 41.161995], [-8.567307, 41.161707], [-8.567271, 41.161698], [-8.567433000000001, 41.16168], [-8.567406, 41.161653], [-8.56746, 41.161644], [-8.567469, 41.161653], [-8.567721, 41.161482], [-8.568216, 41.160978], [-8.568666, 41.16039299999999], [-8.569314, 41.160681000000004], [-8.569467000000001, 41.161167], [-8.570385, 41.160303], [-8.571924000000001, 41.159538], [-8.574029999999999, 41.161077], [-8.575371, 41.163066], [-8.576388, 41.164686], [-8.57709, 41.165514], [-8.577666, 41.165811000000005], [-8.57709, 41.165766000000005], [-8.576811000000001, 41.16654], [-8.575317, 41.16744], [-8.57367, 41.168619], [-8.571312, 41.168763], [-8.570484, 41.1687], [-8.570187, 41.168673000000005], [-8.569539, 41.16902399999999], [-8.569557, 41.169186], [-8.569683, 41.169366000000004], [-8.569818, 41.169492], [-8.5698, 41.170167], [-8.568315, 41.170779], [-8.568062999999999, 41.17088699999999], [-8.567811, 41.170950000000005], [-8.567793, 41.170950000000005], [-8.567793, 41.170932], [-8.567388000000001, 41.171148], [-8.567037, 41.172003000000004], [-8.567118, 41.172255], [-8.567145000000002, 41.172318], [-8.567307, 41.172696], [-8.567307, 41.172741], [-8.567325, 41.172732], [-8.567649000000001, 41.17338], [-8.567585999999999, 41.17424400000001], [-8.567505, 41.174298], [-8.567415, 41.174369999999996], [-8.567334, 41.174478], [-8.567136, 41.17466700000001], [-8.566749, 41.175009], [-8.566506, 41.175216], [-8.566029, 41.175656999999994], [-8.566082999999999, 41.17607999999999], [-8.566343999999999, 41.176278], [-8.566461000000002, 41.176359], [-8.567316, 41.176989], [-8.567793, 41.17734900000001], [-8.567793, 41.17734], [-8.567946, 41.17745700000001], [-8.568036000000001, 41.177538], [-8.56827, 41.177709], [-8.568287999999999, 41.177735999999996], [-8.56827, 41.177735999999996], [-8.568261, 41.177735999999996], [-8.568414, 41.177835], [-8.568414, 41.177844], [-8.568558000000001, 41.177934], [-8.568783, 41.178078], [-8.568990000000001, 41.178222], [-8.569575, 41.178636000000004], [-8.569872000000002, 41.178852], [-8.570259, 41.179238999999995], [-8.570295000000002, 41.179329], [-8.570457, 41.179671], [-8.570808, 41.179797], [-8.571321, 41.180049], [-8.572688999999999, 41.180139], [-8.573175, 41.18013], [-8.574174, 41.180166], [-8.575209000000001, 41.180589], [-8.575605, 41.180796], [-8.576414999999999, 41.181048000000004], [-8.577774, 41.180913000000004]]","[121493, 142516, 142516, 142516, 11890, 125964, 18815, 125962, 18813, 19083, 125958, 126347, 64616, 64811, 152382, 126198, 126198, 126546, 126546, 126546, 126546, 126546, 126545, 126543, 152783, 152783, 64615, 18785, 18787, 18788, 18791, 3964, 81304, 4078, 4078, 81157, 81157, 4085, 4071, 4071, 4080, 4080, 4080, 4080, 18976, 18977, 18977, 18977, 18977, 18977, 18977, 18980, 18981, 18981, 18982, 18982, 18982, 18983, 119680, 119680, 119680, 119680, 119680, 117915, 117915, 117915, 117916, 7142, 7142, 7143, 7143, 7143, 7143, 7143, 7143, 7143, 7143, 7143, 7143, 7143, 7143, 106812, 7144, 7144, 7144, 7144, 7144, 171174, 5997, 5997, 5998, 5998, 5998, 6000, 6000, 6000, 113004]"
"[[-8.641647, 41.159835], [-8.640683999999998, 41.159538], [-8.641215, 41.157846], [-8.641746000000001, 41.156172], [-8.642223, 41.154741], [-8.642385, 41.15423700000001], [-8.641386, 41.153679000000004], [-8.63919, 41.153166000000006], [-8.636724, 41.152608], [-8.634636, 41.15241], [-8.634114, 41.152544999999996], [-8.633412, 41.152608], [-8.633286, 41.152644], [-8.632611, 41.15266200000001], [-8.632566, 41.152644], [-8.632557, 41.152644], [-8.632566, 41.152644], [-8.632584, 41.152652999999994], [-8.632530000000001, 41.152652999999994], [-8.632053, 41.152652999999994], [-8.630460000000001, 41.152590000000004], [-8.627094, 41.15241], [-8.626437000000001, 41.152527000000006], [-8.625924, 41.151681], [-8.625573, 41.149314000000004]]","[96345, 2710, 2712, 2716, 2716, 2716, 96341, 96340, 52872, 52868, 52865, 52861, 52861, 52874, 52874, 52874, 52874, 52874, 52874, 92860, 147605, 91002, 147626, 147624, 4371]"
"[[-8.615574, 41.176404], [-8.615637, 41.176431], [-8.615637, 41.176449000000005], [-8.61624, 41.176305000000006], [-8.61651, 41.175531], [-8.616285, 41.175431999999994], [-8.614269, 41.175684000000004], [-8.613738, 41.17520699999999], [-8.613486, 41.174307000000006], [-8.611641, 41.174234999999996], [-8.608824, 41.173686000000004], [-8.605269, 41.17170599999999], [-8.601182999999999, 41.171192999999995], [-8.597574, 41.171571], [-8.596206, 41.171814], [-8.595009000000001, 41.171769000000005], [-8.593992, 41.171301], [-8.592191999999999, 41.170104], [-8.589680999999999, 41.168529], [-8.586738, 41.166872999999995], [-8.583615000000002, 41.166216], [-8.58177, 41.163911999999996], [-8.581437, 41.161509], [-8.582625, 41.158827], [-8.583309, 41.15628], [-8.582589, 41.15401200000001], [-8.582544, 41.152590000000004], [-8.58231, 41.151681], [-8.582165999999999, 41.151519], [-8.582075999999999, 41.151492], [-8.582130000000001, 41.151519], [-8.582175000000001, 41.151537000000005], [-8.582238, 41.151410999999996], [-8.58321, 41.150898], [-8.583813, 41.150025], [-8.584155, 41.148954], [-8.584209000000001, 41.148828], [-8.584209000000001, 41.14881900000001], [-8.584209000000001, 41.14881900000001], [-8.584209000000001, 41.14881900000001], [-8.584200000000001, 41.148855000000005], [-8.584190999999999, 41.148918]]","[115246, 115246, 115246, 115245, 115258, 2332, 2331, 103275, 624, 610, 6, 147391, 147206, 118880, 118881, 147186, 147204, 147204, 147201, 3126, 147479, 3802, 3672, 3937, 4063, 150243, 4028, 4020, 4020, 150328, 150328, 4020, 150325, 150325, 161008, 161009, 161009, 161009, 161009, 161009, 161009, 161009]"
"[[-8.612784000000001, 41.147433], [-8.613639000000001, 41.146101], [-8.613504, 41.146002], [-8.612712, 41.146065], [-8.612577000000002, 41.14602], [-8.610984, 41.147793], [-8.611047000000001, 41.14782], [-8.611172999999999, 41.147937], [-8.610669000000001, 41.148783], [-8.610282, 41.150322], [-8.61021, 41.15051100000001], [-8.609688, 41.151698999999994], [-8.609922000000001, 41.153796], [-8.609283000000001, 41.15493], [-8.609175, 41.156604], [-8.608275, 41.158989], [-8.607861, 41.16011400000001], [-8.606223, 41.164649999999995], [-8.606313, 41.16492], [-8.606385, 41.165775], [-8.606439, 41.167826999999996], [-8.605881, 41.169627000000006], [-8.605053, 41.170707], [-8.604162, 41.172129000000005], [-8.60688, 41.172776999999996], [-8.609022000000001, 41.173956], [-8.611596, 41.174505], [-8.614583999999999, 41.174433], [-8.618697000000001, 41.173902], [-8.621703, 41.173911000000004], [-8.622387, 41.176512], [-8.622252, 41.180282999999996], [-8.623197, 41.184153], [-8.625159, 41.18706], [-8.627292, 41.190255], [-8.628435000000001, 41.194053], [-8.627445, 41.19831], [-8.627382, 41.202729000000005], [-8.627247, 41.207373000000004], [-8.626986, 41.214240000000004], [-8.626905, 41.217470999999996], [-8.626778999999999, 41.22054], [-8.626724999999999, 41.222952]]","[85705, 6460, 6460, 729, 729, 165454, 94240, 94240, 172253, 15208, 97071, 654, 95408, 95167, 3661, 774, 6285, 93960, 93960, 177525, 93979, 4147, 153056, 147454, 617, 147395, 601, 601, 147367, 111203, 134419, 19706, 173077, 142717, 142716, 9744, 173074, 142719, 166505, 166490, 19699, 173066, 111608]"
"[[-8.585685000000002, 41.14864800000001], [-8.585721, 41.148954], [-8.586108000000001, 41.148990000000005], [-8.586396, 41.148990000000005], [-8.58717, 41.149125], [-8.588403, 41.149449000000004], [-8.590850999999999, 41.150133000000004], [-8.592156000000001, 41.150475], [-8.592102, 41.150456999999996], [-8.592102, 41.150456999999996], [-8.592129000000002, 41.150484000000006], [-8.592426, 41.150547], [-8.592452999999999, 41.150538], [-8.592462000000001, 41.150547], [-8.59248, 41.150538], [-8.59248, 41.150538], [-8.59257, 41.150574000000006], [-8.592894000000001, 41.150664000000006], [-8.593083, 41.150475], [-8.593155000000001, 41.150466], [-8.593128, 41.150493000000004], [-8.593119, 41.15051100000001], [-8.593956, 41.150889], [-8.594109000000001, 41.150943], [-8.59464, 41.152229999999996], [-8.595063000000001, 41.153634000000004], [-8.595207000000002, 41.15398499999999], [-8.595279000000001, 41.155074], [-8.595378, 41.155164], [-8.594964000000001, 41.155758], [-8.594694, 41.156082000000005], [-8.593983, 41.157234], [-8.592777, 41.159376], [-8.591742, 41.161176], [-8.59032, 41.163003], [-8.589114, 41.164488000000006], [-8.588853, 41.165118]]","[50660, 153265, 50659, 172477, 50907, 92875, 92878, 92879, 92879, 92879, 92879, 92880, 92880, 92880, 92880, 92880, 92880, 92880, 141454, 141454, 141454, 141454, 128846, 157043, 147650, 147652, 147652, 171601, 171601, 4002, 153284, 153282, 153279, 153302, 153357, 142840, 137477]"
